a_coeffs,b_coeffs,value,constant,c0,c1,c2
"(4,4)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,6)","(-7,1,6)",2,sqrt(2),2,1,-999
"(4,6)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,7)","(-7,1,6)",2,sqrt(2),2,1,-999
"(4,7)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,5)","(-7,1,6)",2,sqrt(2),2,1,-999
"(4,5)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,2)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,2)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,3)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,3)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,-3)","(-7,1,6)",2,sqrt(2),2,1,-999
"(4,-3)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,-2)","(-7,1,6)",2,sqrt(2),2,1,-999
"(2,2)","(-7,1,6)",2,sqrt(2),2,1,-999
"(4,2)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,0)","(-7,1,6)",2,sqrt(2),2,1,-999
"(4,0)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,1)","(-7,1,6)",2,sqrt(2),2,1,-999
"(4,1)","(-7,1,6)",4,sqrt(2),4,1,-999
"(4,-2)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,-1)","(-7,1,6)",2,sqrt(2),2,1,-999
"(4,-1)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,-10)","(-7,1,6)",2,sqrt(2),2,1,-999
"(4,-10)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,9)","(-7,1,6)",2,sqrt(2),2,1,-999
"(4,9)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,10)","(-7,1,6)",2,sqrt(2),2,1,-999
"(4,10)","(-7,1,6)",4,sqrt(2),4,1,-999
"(2,1)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,1)","(-8,2,6)",4,sqrt(2),4,1,-999
"(6,-1)","(-4,2,6)",2,sqrt(2),2,1,-999
"(2,10)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,10)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,-10)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,-10)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,-9)","(-8,2,6)",2,sqrt(2),2,1,-999
"(2,-1)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,-1)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,0)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,0)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,-2)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,-2)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,8)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,8)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,9)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,9)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,5)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,5)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,6)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,6)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,7)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,7)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,4)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,4)","(-8,2,6)",4,sqrt(2),4,1,-999
"(4,-9)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,-8)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,-8)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,-4)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,-4)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,-3)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,-3)","(-8,2,6)",4,sqrt(2),4,1,-999
"(4,-6)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,-5)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,-5)","(-8,2,6)",4,sqrt(2),4,1,-999
"(6,-5)","(-4,2,6)",4,sqrt(2),4,1,-999
"(2,-7)","(-8,2,6)",2,sqrt(2),2,1,-999
"(4,-7)","(-8,2,6)",4,sqrt(2),4,1,-999
"(2,-6)","(-8,2,6)",2,sqrt(2),2,1,-999
"(1,5)","(0,2,6)",2,sqrt(2),2,1,-999
"(2,6)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,6)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,4)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,4)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,5)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,5)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,7)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,7)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,8)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,8)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,9)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,9)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,-5)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,-5)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,-4)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,-4)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,-3)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,-3)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,-8)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,-8)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,-7)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,-7)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,-6)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,-6)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,-9)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,-9)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,-8)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,-8)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,-10)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,-10)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,10)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,10)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,-2)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,-2)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,-1)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,-1)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,1)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,1)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,2)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,2)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,0)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,0)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,3)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,3)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,-1)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,-1)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,2)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,2)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,0)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,0)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,1)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,1)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,3)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,3)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,4)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,4)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,-10)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,-10)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,-9)","(-9,3,6)",2,sqrt(2),2,1,-999
"(4,-9)","(-9,3,6)",4,sqrt(2),4,1,-999
"(2,9)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,9)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,10)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,10)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,5)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,5)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,8)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,8)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,-7)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,-7)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,6)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,6)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,7)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,7)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,-6)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,-6)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,-5)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,-5)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,-3)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,-3)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,-2)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,-2)","(-10,4,6)",4,sqrt(2),4,1,-999
"(2,-4)","(-10,4,6)",2,sqrt(2),2,1,-999
"(4,-4)","(-10,4,6)",4,sqrt(2),4,1,-999
"(0,1)","(0,4,6)",2,sqrt(2),2,1,-999
"(5,-1)","(0,4,6)",0.50000000000000533,sqrt(2),-4,2,-999
"(4,-5)","(-2,4,6)",2,sqrt(2),2,1,-999
"(7,-1)","(-6,5,6)",2,sqrt(2),2,1,-999
"(3,5)","(0,4,6)",4,sqrt(2),4,1,-999
"(7,-1)","(1,5,6)",0.25000000000002309,sqrt(2),-4,1,-999
"(3,1)","(-4,5,6)",4,sqrt(2),4,1,-999
"(5,-5)","(-4,10,6)",2,sqrt(2),2,1,-999
"(-1,1)","(2,7,6)",2,sqrt(2),2,1,-999
"(8,-1)","(-8,8,6)",2,sqrt(2),2,1,-999
"(2,1)","(0,8,6)",4,sqrt(2),4,1,-999
"(-5,1)","(3,9,6)",0.5,sqrt(2),-4,2,-999
"(7,-5)","(-8,8,6)",4,sqrt(2),4,1,-999
"(0,5)","(2,8,6)",2,sqrt(2),2,1,-999
"(2,6)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,6)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,7)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,7)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,8)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,8)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,5)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,5)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,2)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,2)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,9)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,9)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,-7)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,-7)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,-6)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,-6)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,-2)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,-2)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,-1)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(2,3)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,3)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,4)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,4)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,0)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,0)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,1)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,1)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,10)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,10)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,-5)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,-5)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,-4)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,-4)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,-3)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,-3)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,1)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,1)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,2)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,-1)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,0)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,0)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,-8)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,-8)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,4)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,4)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,5)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,5)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(4,2)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,3)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,3)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,-10)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,-10)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,-9)","(-1,-6,7)",2,sqrt(2),2,1,-999
"(4,-9)","(-1,-6,7)",4,sqrt(2),4,1,-999
"(2,-9)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,-9)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,-10)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,-10)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,-8)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,-8)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,-7)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,-7)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(4,-5)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,-4)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,-4)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,-6)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,-6)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,-5)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(2,-3)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,-3)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,-2)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,-2)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,-1)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,-1)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,8)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,8)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,6)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,6)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,7)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,7)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,9)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,9)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(2,10)","(-2,-5,7)",2,sqrt(2),2,1,-999
"(4,10)","(-2,-5,7)",4,sqrt(2),4,1,-999
"(5,-6)","(0,-4,7)",4,sqrt(2),4,1,-999
"(4,-6)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,-5)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,-5)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,10)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,10)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,8)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,8)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,9)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,9)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,-1)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,-1)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,0)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,0)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,7)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,7)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,-4)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,-4)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,-3)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,-3)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,-2)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,-2)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(4,-9)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,-8)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,-8)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,4)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,4)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,5)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,5)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,6)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,6)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,1)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,1)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,2)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,2)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,3)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,3)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,-7)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,-7)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,-6)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(2,-10)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(4,-10)","(-3,-4,7)",4,sqrt(2),4,1,-999
"(2,-9)","(-3,-4,7)",2,sqrt(2),2,1,-999
"(2,-10)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(2,-8)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,-8)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,-7)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,-7)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,-6)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,-6)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(4,-10)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,-9)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,-9)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,3)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,3)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,1)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,1)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,2)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,2)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,6)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,6)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,4)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,4)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,5)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,5)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,-2)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,-2)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,-1)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,-1)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,-3)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,-3)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,0)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,0)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,10)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,10)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,9)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,9)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,-5)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,-5)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,-4)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,-4)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,7)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,7)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,8)","(-4,-3,7)",2,sqrt(2),2,1,-999
"(4,8)","(-4,-3,7)",4,sqrt(2),4,1,-999
"(2,-1)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,-1)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,-4)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,-4)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,9)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,9)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,10)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,10)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,8)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,8)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,0)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,0)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,1)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,1)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,-3)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,-3)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,-2)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,-2)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,-7)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,-7)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,-6)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,-6)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,-10)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,-10)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,-9)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,-9)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,-8)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,-8)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,-5)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,-5)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,4)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,4)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,7)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,7)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,2)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,2)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,3)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,3)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,5)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,5)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,6)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,6)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(3,-6)","(0,-2,7)",2,sqrt(2),2,1,-999
"(2,2)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,2)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,-6)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,-6)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,-5)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,-5)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,3)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,3)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,4)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,4)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,-9)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,-9)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,-8)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,-8)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,-10)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,-10)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,-7)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,-7)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,5)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,5)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,6)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,6)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,7)","(-5,-2,7)",2,sqrt(2),2,1,-999
"(4,7)","(-5,-2,7)",4,sqrt(2),4,1,-999
"(2,8)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,8)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,9)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,9)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,-2)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,-2)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,-4)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,-4)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,-3)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,-3)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,10)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,10)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,-1)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,-1)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,0)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,0)","(-6,-1,7)",4,sqrt(2),4,1,-999
"(2,1)","(-6,-1,7)",2,sqrt(2),2,1,-999
"(4,1)","(-6,-1,7)",4,sqrt(2),4,1,-999
