d,R(d)
871530,1393
871531,5984
871532,2598
871533,3902
871534,2981
871535,4197
871536,1740
871537,5567
871538,2926
871539,4071
871540,2547
871541,5878
871542,2170
871543,6385
871544,3048
871545,3210
871546,2326
871547,5726
871548,2059
871549,4809
871550,2701
871551,4111
871552,3121
871553,6270
871554,1941
871555,4306
871556,2638
871557,3865
871558,3233
871559,5560
871560,1576
871561,6298
871562,2754
871563,2878
871564,3036
871565,4580
871566,2103
871567,6284
871568,3058
871569,4241
871570,2111
871571,6579
871572,1707
871573,5405
871574,2622
871575,3075
871576,3110
871577,5535
871578,1792
871579,6039
871580,2688
871581,4245
871582,2949
871583,6706
871584,1821
871585,4217
871586,2825
871587,3906
871588,2925
871589,5950
871590,1774
871591,5318
871592,2842
871593,4344
871594,2630
871595,5031
871596,2420
871597,6342
871598,2583
871599,3895
871600,2328
871601,6247
871602,2231
871603,6084
871604,3041
871605,3078
871606,2829
871607,4961
871608,2024
871609,6205
871610,2227
871611,3798
871612,2957
871613,6077
871614,1594
871615,4360
871616,3098
871617,4204
871618,2957
871619,5498
871620,1567
871621,6295
871622,2988
871623,3883
871624,2261
871625,5008
871626,1876
871627,6026
871628,3014
871629,3618
871630,2412
871631,6053
871632,2057
871633,5347
871634,3263
871635,3169
871636,2930
871637,5407
871638,2362
871639,6385
871640,1753
871641,4160
871642,3424
871643,6040
871644,2054
871645,5087
871646,3020
871647,3443
871648,3308
871649,6192
871650,1285
871651,5709
871652,2948
871653,3732
871654,2742
871655,4704
871656,1912
871657,6421
871658,2728
871659,4376
871660,2514
871661,5168
871662,1999
871663,5946
871664,3002
871665,2989
871666,3015
871667,6652
871668,1739
871669,6288
871670,2440
871671,3966
871672,2941
871673,5604
871674,2129
871675,4153
871676,2719
871677,3930
871678,2974
871679,6312
871680,2019
871681,6125
871682,2347
871683,4078
871684,2632
871685,5271
871686,2253
871687,6175
871688,3085
871689,3032
871690,2564
871691,6437
871692,1932
871693,6486
871694,3087
871695,2887
871696,2407
871697,5939
871698,2098
871699,6282
871700,2404
871701,3847
871702,2701
871703,5614
871704,1921
871705,5027
871706,3066
871707,4314
871708,3300
871709,5496
871710,1298
871711,6804
871712,2786
871713,4496
871714,3216
871715,3949
871716,1909
871717,4216
871718,3415
871719,3720
871720,2413
871721,6162
871722,2183
871723,5881
871724,2767
871725,3707
871726,3093
871727,6206
871728,1672
871729,6273
871730,2696
871731,3498
871732,3169
871733,6040
871734,2164
871735,5329
871736,3252
871737,3996
871738,2425
871739,4865
871740,1540
871741,5824
871742,3009
871743,3814
871744,2771
871745,4432
871746,1856
871747,6150
871748,3001
871749,3659
871750,2305
871751,5706
871752,1823
871753,6325
871754,3080
871755,3943
871756,3193
871757,6078
871758,1801
871759,5498
871760,2484
871761,4070
871762,3153
871763,5953
871764,2260
871765,5297
871766,2698
871767,3695
871768,3529
871769,5617
871770,1585
871771,6246
871772,2559
871773,3402
871774,3242
871775,5440
871776,1990
871777,5258
871778,3321
871779,3941
871780,2091
871781,6254
871782,1702
871783,5419
871784,3129
871785,3224
871786,3434
871787,5808
871788,2277
871789,5956
871790,2404
871791,4455
871792,3268
871793,5681
871794,1731
871795,4503
871796,2833
871797,4096
871798,2958
871799,6434
871800,1390
871801,5564
871802,3099
871803,3953
871804,3012
871805,4741
871806,1705
871807,6705
871808,2671
871809,4066
871810,2552
871811,5101
871812,1687
871813,5464
871814,3164
871815,2966
871816,3078
871817,6457
871818,1890
871819,5834
871820,2340
871821,3761
871822,2439
871823,6403
871824,1681
871825,5692
871826,3622
871827,3362
871828,2966
871829,5365
871830,1790
871831,5963
871832,2729
871833,3745
871834,2792
871835,5194
871836,2015
871837,6759
871838,2742
871839,4206
871840,2481
871841,6189
871842,2348
871843,5713
871844,2800
871845,2386
871846,3111
871847,6972
871848,1971
871849,5733
871850,2125
871851,4053
871852,3117
871853,6130
871854,2055
871855,4659
871856,3001
871857,3634
871858,3059
871859,6146
871860,1810
871861,5688
871862,2749
871863,3844
871864,2328
871865,5117
871866,2030
871867,6255
871868,3031
871869,4091
871870,2304
871871,4366
871872,2390
871873,6325
871874,2876
871875,3256
871876,2795
871877,6221
871878,2209
871879,6190
871880,2370
871881,4102
871882,2575
871883,6402
871884,2180
871885,4002
871886,3020
871887,4142
871888,3151
871889,6081
871890,1545
871891,5994
871892,2401
871893,3784
871894,3208
871895,5198
871896,1997
871897,5705
871898,3088
871899,3396
871900,2339
871901,6334
871902,1866
871903,5474
871904,3186
871905,3118
871906,2551
871907,5762
871908,1939
871909,6013
871910,2270
871911,3949
871912,2810
871913,5517
871914,1910
871915,4256
871916,2786
871917,4426
871918,3179
871919,5925
871920,1584
871921,5963
871922,3109
871923,3503
871924,3169
871925,4996
871926,1992
871927,5323
871928,2977
871929,3710
871930,2140
871931,5662
871932,2353
871933,5678
871934,2576
871935,3120
871936,3058
871937,5057
871938,1685
871939,6347
871940,2175
871941,3244
871942,3089
871943,5937
871944,2106
871945,5066
871946,3039
871947,3560
871948,2265
871949,5674
871950,1886
871951,6805
871952,3418
871953,4133
871954,3170
871955,4282
871956,2166
871957,6215
871958,3046
871959,3833
871960,2452
871961,6109
871962,1974
871963,6127
871964,3106
871965,3326
871966,3102
871967,6463
871968,2038
871969,5334
871970,2410
871971,4052
871972,3218
871973,5916
871974,2197
871975,4403
871976,2647
871977,3838
871978,2958
871979,6059
871980,1583
871981,5004
871982,3208
871983,3773
871984,2995
871985,4757
871986,1766
871987,6270
871988,2596
871989,4431
871990,1965
871991,6614
871992,1571
871993,6396
871994,2921
871995,3206
871996,3306
871997,5494
871998,2189
871999,6251
872000,2418
872001,3775
872002,2919
872003,5274
872004,1612
872005,4040
872006,3313
872007,4123
872008,2931
872009,6035
872010,1683
872011,5654
872012,3078
872013,3904
872014,2437
872015,4551
872016,1960
872017,6114
872018,3142
872019,4171
872020,2426
872021,6235
872022,1938
872023,5914
872024,3074
872025,2778
872026,2918
872027,5370
872028,2095
872029,6101
872030,2301
872031,4114
872032,2622
872033,5916
872034,2160
872035,5227
872036,2467
872037,4038
872038,2578
872039,5299
872040,1297
872041,5941
872042,2992
872043,3749
872044,3561
872045,4377
872046,1615
872047,5297
872048,3232
872049,3776
872050,2428
872051,6614
872052,2108
872053,4803
872054,3007
872055,3019
872056,2956
872057,5701
872058,1720
872059,6133
872060,1887
872061,4316
872062,2731
872063,6394
872064,2661
872065,5783
872066,2519
872067,3478
872068,2965
872069,5919
872070,1973
872071,6360
872072,3207
872073,4442
872074,2512
872075,5033
872076,2179
872077,6444
872078,3158
872079,3636
872080,2120
872081,4811
872082,1985
872083,5325
872084,2986
872085,3453
872086,2892
872087,6068
872088,1625
872089,6038
872090,2568
872091,3302
872092,2870
872093,6420
872094,1880
872095,4012
872096,3633
872097,4115
872098,2957
872099,5938
872100,1431
872101,6562
872102,2330
872103,4531
872104,3395
872105,4482
872106,1866
872107,6205
872108,2979
872109,3514
872110,2208
872111,6027
872112,2107
872113,5346
872114,3185
872115,3118
872116,3075
872117,5398
872118,1852
872119,6032
872120,2474
872121,3443
872122,3328
872123,5248
872124,1508
872125,4913
872126,2930
872127,4137
872128,3022
872129,5977
872130,1355
872131,5114
872132,2608
872133,3581
872134,2915
872135,4608
872136,2282
872137,4716
872138,2767
872139,4100
872140,2473
872141,7111
872142,1624
872143,5628
872144,2774
872145,3195
872146,3152
872147,6158
872148,2054
872149,5887
872150,2583
872151,3176
872152,3411
872153,6224
872154,2292
872155,4977
872156,3060
872157,3242
872158,2835
872159,6049
872160,1344
872161,6117
872162,3157
872163,4306
872164,3191
872165,4116
872166,2086
872167,6466
872168,2428
872169,3883
872170,2155
872171,6764
872172,1985
872173,5839
872174,2997
872175,3414
872176,2944
872177,6197
872178,2089
872179,4574
872180,2524
872181,3921
872182,2873
872183,5460
872184,1963
872185,4267
872186,2434
872187,4427
872188,2834
872189,6263
872190,1506
872191,6659
872192,3332
872193,3575
872194,3404
872195,5091
872196,1847
872197,6463
872198,3139
872199,3808
872200,2136
872201,5493
872202,1912
872203,6429
872204,2932
872205,3408
872206,2784
872207,4866
872208,1924
872209,6152
872210,2414
872211,4441
872212,2941
872213,5951
872214,1547
872215,4978
872216,3117
872217,4312
872218,2982
872219,5832
872220,1407
872221,4983
872222,2569
872223,3660
872224,3013
872225,5116
872226,2033
872227,5792
872228,2837
872229,4397
872230,2664
872231,5862
872232,2261
872233,5574
872234,2369
872235,2854
872236,2849
872237,5977
872238,1868
872239,6227
872240,2625
872241,4438
872242,2661
872243,5825
872244,2020
872245,4670
872246,3098
872247,3964
872248,2494
872249,5059
872250,1615
872251,6281
872252,2841
872253,3776
872254,3275
872255,4640
872256,1497
872257,6480
872258,2896
872259,4019
872260,2309
872261,5541
872262,2038
872263,5439
872264,3156
872265,2991
872266,3218
872267,5125
872268,1866
872269,6184
872270,1792
872271,4186
872272,3102
872273,6516
872274,1771
872275,4420
872276,3306
872277,3305
872278,2935
872279,6072
872280,1714
872281,5880
872282,3040
872283,4017
872284,2487
872285,5259
872286,1965
872287,5695
872288,3162
872289,3562
872290,2694
872291,4772
872292,1674
872293,5745
872294,3273
872295,3232
872296,3046
872297,6515
872298,1557
872299,6729
872300,1863
872301,4159
872302,3214
872303,5732
872304,1663
872305,4145
872306,3349
872307,4309
872308,3122
872309,6087
872310,2019
872311,5428
872312,2229
872313,3779
872314,3198
872315,4565
872316,1935
872317,6665
872318,2937
872319,3519
872320,2202
872321,5270
872322,1962
872323,6487
872324,3141
872325,3403
872326,2391
872327,5985
872328,1877
872329,6685
872330,2730
872331,4607
872332,3201
872333,5036
872334,2372
872335,5219
872336,2814
872337,4000
872338,3068
872339,5532
872340,1340
872341,6121
872342,3209
872343,4323
872344,2615
872345,5088
872346,1887
872347,5321
872348,2917
872349,3884
872350,2537
872351,6489
872352,1982
872353,6164
872354,2518
872355,2811
872356,3577
872357,5691
872358,2091
872359,6307
872360,2664
872361,3233
872362,3439
872363,6668
872364,2073
872365,4722
872366,2635
872367,3986
872368,2702
872369,6119
872370,1872
872371,6071
872372,3182
872373,3939
872374,3194
872375,4385
872376,2061
872377,5418
872378,3213
872379,3967
872380,2169
872381,6398
872382,1622
872383,5726
872384,2968
872385,3181
872386,3442
872387,6053
872388,1744
872389,5333
872390,2311
872391,3971
872392,2807
872393,6107
872394,2154
872395,5291
872396,2660
872397,4439
872398,3112
872399,5666
872400,1813
872401,5775
872402,2802
872403,3425
872404,2820
872405,4863
872406,1848
872407,6007
872408,3137
872409,4322
872410,1823
872411,6081
872412,1976
872413,5856
872414,2999
872415,3098
872416,3082
872417,4658
872418,1996
872419,6393
872420,2332
872421,3608
872422,3237
872423,5180
872424,1511
872425,5091
872426,3019
872427,3979
872428,3329
872429,6018
872430,1697
872431,5533
872432,2670
872433,3946
872434,2836
872435,5139
872436,1671
872437,6357
872438,2615
872439,3887
872440,2567
872441,6061
872442,1944
872443,4916
872444,3314
872445,2705
872446,3275
872447,6068
872448,1937
872449,6055
872450,2288
872451,4197
872452,2840
872453,5901
872454,1970
872455,4851
872456,3002
872457,3870
872458,3667
872459,4697
872460,1546
872461,5583
872462,3128
872463,4020
872464,3061
872465,4520
872466,1696
872467,5866
872468,3327
872469,4196
872470,2105
872471,5894
872472,2152
872473,5227
872474,2655
872475,3242
872476,2490
872477,6095
872478,2464
872479,6509
872480,1759
872481,3993
872482,2690
872483,6797
872484,2445
872485,4916
872486,3018
872487,3129
872488,3486
872489,6271
872490,1888
872491,5417
872492,3057
872493,4289
872494,2378
872495,4255
872496,1994
872497,5728
872498,2918
872499,3846
872500,2588
872501,4981
872502,2092
872503,7101
872504,2830
872505,2986
872506,3060
872507,5513
872508,1550
872509,5144
872510,2710
872511,4102
872512,2595
872513,5358
872514,2016
872515,4370
872516,2765
872517,4611
872518,2933
872519,5714
872520,1562
872521,5201
872522,2799
872523,4024
872524,3097
872525,4694
872526,1849
872527,6527
872528,2909
872529,3653
872530,2433
872531,5433
872532,2134
872533,6435
872534,2861
872535,3522
872536,2580
872537,5828
872538,2032
872539,5956
872540,2441
872541,4292
872542,2427
872543,5024
872544,2109
872545,4921
872546,3110
872547,3490
872548,2909
872549,5747
872550,1131
872551,5547
872552,3091
872553,3568
872554,3045
872555,4721
872556,1772
872557,5011
872558,3183
872559,4408
872560,2157
872561,5680
872562,2415
872563,6194
872564,2573
872565,3541
872566,3425
872567,6126
872568,1943
872569,5707
872570,2792
872571,3167
872572,2787
872573,5503
872574,2074
872575,4592
872576,3018
872577,4148
872578,2342
872579,5582
872580,1654
872581,6220
872582,3250
872583,3657
872584,2984
872585,3967
872586,1649
872587,6090
872588,3005
872589,4375
872590,2910
872591,5656
872592,1735
872593,6394
872594,2729
872595,3448
872596,3361
872597,5837
872598,2407
872599,4575
872600,2351
872601,4243
872602,2706
872603,6167
872604,1884
872605,4439
872606,3076
872607,4041
872608,2601
872609,6193
872610,1663
872611,6212
872612,2964
872613,2974
872614,3229
872615,4658
872616,2212
872617,6178
872618,3488
872619,3466
872620,2295
872621,5974
872622,2120
872623,6462
872624,3081
872625,2976
872626,3592
872627,5185
872628,1865
872629,6194
872630,2329
872631,4060
872632,2918
872633,6704
872634,1690
872635,5134
872636,3132
872637,4224
872638,2577
872639,5797
872640,1844
872641,4972
872642,2721
872643,3870
872644,2617
872645,4462
872646,2033
872647,6247
872648,2796
872649,4036
872650,1968
872651,5842
872652,1769
872653,5722
872654,2981
872655,2718
872656,3184
872657,6354
872658,1940
872659,5734
872660,2201
872661,3577
872662,2576
872663,5410
872664,2047
872665,4723
872666,3080
872667,4058
872668,3215
872669,5451
872670,1618
872671,5840
872672,3270
872673,4282
872674,2621
872675,5225
872676,1827
872677,5099
872678,2704
872679,4274
872680,2424
872681,5832
872682,2067
872683,5463
872684,2959
872685,2767
872686,2886
872687,5876
872688,2045
872689,5450
872690,1572
872691,4340
872692,2762
872693,5915
872694,2178
872695,4780
872696,2712
872697,3443
872698,2912
872699,6169
872700,1558
872701,6171
872702,3073
872703,3759
872704,2402
872705,4983
872706,2263
872707,5785
872708,2634
872709,4098
872710,2148
872711,5486
872712,1930
872713,6082
872714,3344
872715,3444
872716,2675
872717,6028
872718,1361
872719,5407
872720,2535
872721,4082
872722,3122
872723,6162
872724,1846
872725,3697
872726,2949
872727,3432
872728,2948
872729,4870
872730,1374
872731,6162
872732,2388
872733,4082
872734,2852
872735,4297
872736,1784
872737,6884
872738,3333
872739,3473
872740,2133
872741,6193
872742,1872
872743,6314
872744,3531
872745,3478
872746,2626
872747,6567
872748,2349
872749,6030
872750,2788
872751,3355
872752,3322
872753,5521
872754,1829
872755,4295
872756,3216
872757,4296
872758,3142
872759,6512
872760,1616
872761,6408
872762,2598
872763,3721
872764,3008
872765,5192
872766,2115
872767,4680
872768,2791
872769,3837
872770,2718
872771,6265
872772,2259
872773,5349
872774,2730
872775,3411
872776,3190
872777,6455
872778,2152
872779,6305
872780,2114
872781,3844
872782,3319
872783,6306
872784,1725
872785,4612
872786,2861
872787,4036
872788,2629
872789,6040
872790,1944
872791,6338
872792,3034
872793,4515
872794,3004
872795,4114
872796,2019
872797,5779
872798,3321
872799,3942
872800,2482
872801,6394
872802,1650
872803,5784
872804,3087
872805,2752
872806,2956
872807,5783
872808,1669
872809,4997
872810,2367
872811,3935
872812,3375
872813,5451
872814,2223
872815,5029
872816,2525
872817,3895
872818,2960
872819,6165
872820,1823
872821,5992
872822,2896
872823,4094
872824,2950
872825,4801
872826,2326
872827,5736
872828,2875
872829,4145
872830,2127
872831,5722
872832,1970
872833,6033
872834,2941
872835,3140
872836,3061
872837,5088
872838,2086
872839,5488
872840,2399
872841,3996
872842,3060
872843,6140
872844,1756
872845,4919
872846,2583
872847,4189
872848,2920
872849,5987
872850,1560
872851,5586
872852,3256
872853,3795
872854,3298
872855,5024
872856,1806
872857,5681
872858,2674
872859,3719
872860,2416
872861,5906
872862,2347
872863,6533
872864,3364
872865,2876
872866,3467
872867,5322
872868,2168
872869,5675
872870,2485
872871,3702
872872,2297
872873,5710
872874,1872
872875,4995
872876,3114
872877,3794
872878,3530
872879,4781
872880,1497
872881,6489
872882,2509
872883,3987
872884,2730
872885,4760
872886,1755
872887,6229
872888,3350
872889,4246
872890,2460
872891,6399
872892,2023
872893,5139
872894,2798
872895,3343
872896,2903
872897,6155
872898,1858
872899,6360
872900,2146
872901,4428
872902,2890
872903,6300
872904,2197
872905,4613
872906,2882
872907,3491
872908,3267
872909,6062
872910,1579
872911,5723
872912,2990
872913,4056
872914,2760
872915,4913
872916,1705
872917,6082
872918,3134
872919,3628
872920,2427
872921,5358
872922,1814
872923,6500
872924,2560
872925,3489
872926,3214
872927,5932
872928,1698
872929,6288
872930,2614
872931,4038
872932,2373
872933,6074
872934,2266
872935,4295
872936,2978
872937,3153
872938,3177
872939,5776
872940,1676
872941,6058
872942,2247
872943,3794
872944,2979
872945,5140
872946,2101
872947,6443
872948,3381
