d,alpha,ratio,a1,a2,max_digit
870,149,0.17126437,5,1,5
871,150,0.17221584,5,1,5
872,149,0.17087156,5,1,5
873,151,0.17296678,5,1,5
874,151,0.17276888,5,1,5
875,153,0.17485714,5,1,5
876,157,0.17922374,5,1,5
877,151,0.17217788,5,1,5
878,151,0.17198178,5,1,5
879,151,0.17178612,5,1,5
880,151,0.17159091,5,1,5
881,154,0.17480136,5,1,5
882,151,0.17120181,5,1,5
883,151,0.17100793,5,1,5
884,155,0.17533937,5,1,5
885,152,0.17175141,5,1,5
886,153,0.17268623,5,1,5
887,156,0.17587373,5,1,5
888,155,0.17454955,5,1,5
889,152,0.17097863,5,1,5
890,163,0.18314607,5,2,5
891,158,0.17732884,5,1,5
892,159,0.17825112,5,1,5
893,155,0.17357223,5,1,5
894,155,0.17337808,5,1,5
895,154,0.17206704,5,1,5
896,155,0.17299107,5,1,5
897,154,0.17168339,5,1,5
898,155,0.17260579,5,1,5
899,156,0.17352614,5,1,5
900,157,0.17444444,5,1,5
901,154,0.17092120,5,1,5
902,171,0.18957871,5,3,5
903,155,0.17165006,5,1,5
904,159,0.17588496,5,1,5
905,161,0.17790055,5,1,5
906,155,0.17108168,5,1,5
907,155,0.17089305,5,1,5
908,157,0.17290749,5,1,5
909,161,0.17711771,5,1,5
910,159,0.17472527,5,1,5
911,156,0.17124040,5,1,5
912,157,0.17214912,5,1,5
913,156,0.17086528,5,1,5
914,157,0.17177243,5,1,5
915,157,0.17158470,5,1,5
916,159,0.17358079,5,1,5
917,157,0.17121047,5,1,5
918,157,0.17102397,5,1,5
919,157,0.17083787,5,1,5
920,163,0.17717391,5,1,5
921,158,0.17155266,5,1,5
922,171,0.18546638,5,2,5
923,162,0.17551463,5,1,5
924,193,0.20887446,4,1,4
925,162,0.17513514,5,1,5
926,165,0.17818575,5,1,5
927,160,0.17259978,5,1,5
928,161,0.17349138,5,1,5
929,159,0.17115178,5,1,5
930,197,0.21182796,4,1,4
931,167,0.17937701,5,1,5
932,161,0.17274678,5,1,5
933,163,0.17470525,5,1,5
934,163,0.17451820,5,1,5
935,161,0.17219251,5,1,5
936,161,0.17200855,5,1,5
937,161,0.17182497,5,1,5
938,165,0.17590618,5,1,5
939,163,0.17358892,5,1,5
940,161,0.17127660,5,1,5
941,161,0.17109458,5,1,5
942,161,0.17091295,5,1,5
943,162,0.17179215,5,1,5
944,163,0.17266949,5,1,5
945,169,0.17883598,5,1,5
946,181,0.19133192,5,4,5
947,164,0.17317846,5,1,5
948,163,0.17194093,5,1,5
949,163,0.17175975,5,1,5
950,163,0.17157895,5,1,5
951,166,0.17455310,5,1,5
952,163,0.17121849,5,1,5
953,164,0.17208814,5,1,5
954,163,0.17085954,5,1,5
955,167,0.17486911,5,1,5
956,165,0.17259414,5,1,5
957,167,0.17450366,5,1,5
958,177,0.18475992,5,2,5
959,164,0.17101147,5,1,5
960,173,0.18020833,5,1,5
961,165,0.17169615,5,1,5
962,167,0.17359667,5,1,5
963,167,0.17341641,5,1,5
964,169,0.17531120,5,1,5
965,166,0.17202073,5,1,5
966,167,0.17287785,5,1,5
967,166,0.17166494,5,1,5
968,179,0.18491736,5,2,5
969,172,0.17750258,5,1,5
970,167,0.17216495,5,1,5
971,166,0.17095778,5,1,5
972,167,0.17181070,5,1,5
973,170,0.17471737,5,1,5
974,169,0.17351129,5,1,5
975,167,0.17128205,5,1,5
976,167,0.17110656,5,1,5
977,168,0.17195496,5,1,5
978,169,0.17280164,5,1,5
979,168,0.17160368,5,1,5
980,171,0.17448980,5,1,5
981,170,0.17329256,5,1,5
982,169,0.17209776,5,1,5
983,168,0.17090539,5,1,5
984,169,0.17174797,5,1,5
985,169,0.17157360,5,1,5
986,171,0.17342799,5,1,5
987,169,0.17122594,5,1,5
988,173,0.17510121,5,1,5
989,169,0.17087968,5,1,5
990,191,0.19292929,5,5,5
991,176,0.17759839,5,1,5
992,173,0.17439516,5,1,5
993,170,0.17119839,5,1,5
994,179,0.18008048,5,1,5
995,172,0.17286432,5,1,5
996,179,0.17971888,5,1,5
997,173,0.17352056,5,1,5
998,175,0.17535070,5,1,5
999,172,0.17217217,5,1,5
1000,171,0.17100000,5,1,5
1001,171,0.17082917,5,1,5
1002,175,0.17465070,5,1,5
1003,175,0.17447657,5,1,5
1004,181,0.18027888,5,1,5
1005,172,0.17114428,5,1,5
1006,173,0.17196819,5,1,5
1007,173,0.17179742,5,1,5
1008,173,0.17162698,5,1,5
1009,175,0.17343905,5,1,5
1010,173,0.17128713,5,1,5
1011,173,0.17111771,5,1,5
1012,177,0.17490119,5,1,5
1013,174,0.17176703,5,1,5
1014,187,0.18441815,5,2,5
1015,176,0.17339901,5,1,5
1016,177,0.17421260,5,1,5
1017,175,0.17207473,5,1,5
1018,189,0.18565815,5,2,5
1019,175,0.17173700,5,1,5
1020,179,0.17549020,5,1,5
1021,178,0.17433888,5,1,5
1022,177,0.17318982,5,1,5
1023,182,0.17790811,5,1,5
1024,175,0.17089844,5,1,5
1025,177,0.17268293,5,1,5
1026,179,0.17446394,5,1,5
1027,179,0.17429406,5,1,5
1028,177,0.17217899,5,1,5
1029,178,0.17298348,5,1,5
1030,181,0.17572816,5,1,5
1031,177,0.17167798,5,1,5
1032,179,0.17344961,5,1,5
1033,179,0.17328170,5,1,5
1034,185,0.17891683,5,1,5
1035,178,0.17198068,5,1,5
1036,177,0.17084942,5,1,5
1037,179,0.17261331,5,1,5
1038,181,0.17437380,5,1,5
1039,180,0.17324350,5,1,5
1040,179,0.17211538,5,1,5
1041,178,0.17098943,5,1,5
1042,179,0.17178503,5,1,5
1043,179,0.17162033,5,1,5
1044,181,0.17337165,5,1,5
1045,179,0.17129187,5,1,5
1046,179,0.17112811,5,1,5
1047,179,0.17096466,5,1,5
1048,181,0.17270992,5,1,5
1049,180,0.17159199,5,1,5
1050,193,0.18380952,5,2,5
1051,180,0.17126546,5,1,5
1052,185,0.17585551,5,1,5
1053,184,0.17473884,5,1,5
1054,185,0.17552182,5,1,5
1055,181,0.17156398,5,1,5
1056,197,0.18655303,5,2,5
1057,188,0.17786187,5,1,5
1058,183,0.17296786,5,1,5
1059,181,0.17091596,5,1,5
1060,183,0.17264151,5,1,5
1061,184,0.17342130,5,1,5
1062,185,0.17419962,5,1,5
1063,182,0.17121355,5,1,5
1064,183,0.17199248,5,1,5
1065,182,0.17089202,5,1,5
1066,183,0.17166979,5,1,5
1067,185,0.17338332,5,1,5
1068,191,0.17883895,5,1,5
1069,183,0.17118803,5,1,5
1070,193,0.18037383,5,1,5
1071,184,0.17180205,5,1,5
1072,187,0.17444030,5,1,5
1073,187,0.17427773,5,1,5
1074,193,0.17970205,5,1,5
1075,188,0.17488372,5,1,5
1076,185,0.17193309,5,1,5
1077,184,0.17084494,5,1,5
1078,185,0.17161410,5,1,5
1079,189,0.17516219,5,1,5
1080,187,0.17314815,5,1,5
1081,185,0.17113784,5,1,5
1082,185,0.17097967,5,1,5
1083,185,0.17082179,5,1,5
1084,189,0.17435424,5,1,5
1085,188,0.17327189,5,1,5
1086,191,0.17587477,5,1,5
1087,186,0.17111316,5,1,5
1088,191,0.17555147,5,1,5
1089,188,0.17263545,5,1,5
1090,187,0.17155963,5,1,5
1091,196,0.17965170,5,1,5
1092,187,0.17124542,5,1,5
1093,187,0.17108875,5,1,5
1094,189,0.17276051,5,1,5
1095,188,0.17168950,5,1,5
1096,191,0.17427007,5,1,5
1097,190,0.17319964,5,1,5
1098,193,0.17577413,5,1,5
1099,190,0.17288444,5,1,5
1100,189,0.17181818,5,1,5
1101,193,0.17529519,5,1,5
1102,193,0.17513612,5,1,5
1103,191,0.17316410,5,1,5
1104,191,0.17300725,5,1,5
1105,193,0.17466063,5,1,5
1106,191,0.17269439,5,1,5
1107,193,0.17434508,5,1,5
1108,199,0.17960289,5,1,5
1109,204,0.18394950,5,2,5
1110,191,0.17207207,5,1,5
1111,190,0.17101710,5,1,5
1112,191,0.17176259,5,1,5
1113,191,0.17160827,5,1,5
1114,193,0.17324955,5,1,5
1115,192,0.17219731,5,1,5
1116,191,0.17114695,5,1,5
1117,191,0.17099373,5,1,5
1118,191,0.17084079,5,1,5
1119,194,0.17336908,5,1,5
1120,197,0.17589286,5,1,5
1121,192,0.17127565,5,1,5
1122,193,0.17201426,5,1,5
1123,192,0.17097061,5,1,5
1124,195,0.17348754,5,1,5
1125,193,0.17155556,5,1,5
1126,195,0.17317940,5,1,5
1127,193,0.17125111,5,1,5
1128,193,0.17109929,5,1,5
1129,194,0.17183348,5,1,5
1130,197,0.17433628,5,1,5
1131,196,0.17329797,5,1,5
1132,199,0.17579505,5,1,5
1133,195,0.17210944,5,1,5
1134,215,0.18959436,5,3,5
1135,194,0.17092511,5,1,5
1136,195,0.17165493,5,1,5
1137,197,0.17326297,5,1,5
1138,199,0.17486819,5,1,5
1139,195,0.17120281,5,1,5
1140,197,0.17280702,5,1,5
1141,195,0.17090272,5,1,5
1142,199,0.17425569,5,1,5
1143,203,0.17760280,5,1,5
1144,197,0.17220280,5,1,5
1145,201,0.17554585,5,1,5
1146,203,0.17713787,5,1,5
1147,197,0.17175240,5,1,5
1148,197,0.17160279,5,1,5
1149,199,0.17319408,5,1,5
1150,201,0.17478261,5,1,5
1151,197,0.17115552,5,1,5
1152,197,0.17100694,5,1,5
1153,197,0.17085863,5,1,5
1154,203,0.17590988,5,1,5
1155,202,0.17489177,5,1,5
1156,199,0.17214533,5,1,5
1157,198,0.17113224,5,1,5
1158,203,0.17530225,5,1,5
1159,198,0.17083693,5,1,5
1160,199,0.17155172,5,1,5
1161,203,0.17484927,5,1,5
1162,199,0.17125645,5,1,5
1163,199,0.17110920,5,1,5
1164,199,0.17096220,5,1,5
1165,202,0.17339056,5,1,5
1166,207,0.17753002,5,1,5
1167,208,0.17823479,5,1,5
1168,201,0.17208904,5,1,5
1169,200,0.17108640,5,1,5
1170,203,0.17350427,5,1,5
1171,204,0.17421008,5,1,5
1172,203,0.17320819,5,1,5
1173,202,0.17220801,5,1,5
1174,201,0.17120954,5,1,5
1175,202,0.17191489,5,1,5
1176,247,0.21003401,4,1,5
1177,202,0.17162277,5,1,5
1178,207,0.17572156,5,1,5
1179,206,0.17472434,5,1,5
1180,209,0.17711864,5,1,5
1181,205,0.17358171,5,1,5
1182,203,0.17174281,5,1,5
1183,205,0.17328825,5,1,5
1184,205,0.17314189,5,1,5
1185,208,0.17552743,5,1,5
1186,207,0.17453626,5,1,5
1187,203,0.17101938,5,1,5
1188,203,0.17087542,5,1,5
1189,204,0.17157275,5,1,5
1190,209,0.17563025,5,1,5
1191,206,0.17296390,5,1,5
1192,209,0.17533557,5,1,5
1193,204,0.17099749,5,1,5
1194,205,0.17169179,5,1,5
1195,209,0.17489540,5,1,5
1196,227,0.18979933,5,3,5
1197,205,0.17126149,5,1,5
1198,205,0.17111853,5,1,5
1199,205,0.17097581,5,1,5
1200,251,0.20916667,4,1,4
1201,208,0.17318901,5,1,5
1202,207,0.17221298,5,1,5
1203,208,0.17290108,5,1,5
1204,207,0.17192691,5,1,5
1205,206,0.17095436,5,1,5
1206,209,0.17330017,5,1,5
1207,209,0.17315659,5,1,5
1208,209,0.17301325,5,1,5
1209,209,0.17287014,5,1,5
1210,211,0.17438017,5,1,5
1211,208,0.17175888,5,1,5
1212,217,0.17904290,5,1,5
1213,212,0.17477329,5,1,5
1214,209,0.17215815,5,1,5
1215,208,0.17119342,5,1,5
1216,211,0.17351974,5,1,5
1217,208,0.17091208,5,1,5
1218,227,0.18637110,5,2,5
1219,213,0.17473339,5,1,5
1220,211,0.17295082,5,1,5
1221,211,0.17280917,5,1,5
1222,219,0.17921440,5,1,5
1223,215,0.17579722,5,1,5
1224,217,0.17728758,5,1,5
1225,219,0.17877551,5,1,5
1226,211,0.17210440,5,1,5
1227,211,0.17196414,5,1,5
1228,211,0.17182410,5,1,5
1229,210,0.17087063,5,1,5
1230,221,0.17967480,5,1,5
1231,212,0.17221771,5,1,5
1232,211,0.17126623,5,1,5
1233,211,0.17112733,5,1,5
1234,211,0.17098865,5,1,5
1235,211,0.17085020,5,1,5
1236,223,0.18042071,5,1,5
1237,214,0.17299919,5,1,5
1238,217,0.17528271,5,1,5
1239,212,0.17110573,5,1,5
1240,223,0.17983871,5,1,5
1241,212,0.17082998,5,1,5
1242,217,0.17471820,5,1,5
1243,214,0.17216412,5,1,5
1244,213,0.17122186,5,1,5
1245,217,0.17429719,5,1,5
1246,221,0.17736758,5,1,5
1247,214,0.17161187,5,1,5
1248,233,0.18669872,5,2,5
1249,218,0.17453963,5,1,5
1250,217,0.17360000,5,1,5
1251,218,0.17426059,5,1,5
1252,223,0.17811502,5,1,5
1253,215,0.17158819,5,1,5
1254,233,0.18580542,5,2,5
1255,216,0.17211155,5,1,5
1256,217,0.17277070,5,1,5
1257,217,0.17263325,5,1,5
1258,215,0.17090620,5,1,5
1259,216,0.17156473,5,1,5
1260,227,0.18015873,5,1,5
1261,216,0.17129262,5,1,5
1262,217,0.17194929,5,1,5
1263,217,0.17181314,5,1,5
1264,217,0.17167722,5,1,5
1265,222,0.17549407,5,1,5
1266,239,0.18878357,5,3,5
1267,222,0.17521705,5,1,5
1268,217,0.17113565,5,1,5
1269,217,0.17100079,5,1,5
1270,217,0.17086614,5,1,5
1271,222,0.17466562,5,1,5
1272,223,0.17531447,5,1,5
1273,218,0.17124902,5,1,5
1274,227,0.17817896,5,1,5
1275,218,0.17098039,5,1,5
1276,219,0.17163009,5,1,5
1277,229,0.17932655,5,1,5
1278,227,0.17762128,5,1,5
1279,220,0.17200938,5,1,5
1280,219,0.17109375,5,1,5
1281,220,0.17174083,5,1,5
1282,219,0.17082683,5,1,5
1283,225,0.17537023,5,1,5
1284,221,0.17211838,5,1,5
1285,221,0.17198444,5,1,5
1286,231,0.17962675,5,1,5
1287,223,0.17327117,5,1,5
1288,221,0.17158385,5,1,5
1289,223,0.17300233,5,1,5
1290,223,0.17286822,5,1,5
1291,221,0.17118513,5,1,5
1292,223,0.17260062,5,1,5
1293,221,0.17092034,5,1,5
1294,237,0.18315301,5,2,5
1295,223,0.17220077,5,1,5
1296,223,0.17206790,5,1,5
1297,223,0.17193524,5,1,5
1298,223,0.17180277,5,1,5
1299,223,0.17167052,5,1,5
1300,231,0.17769231,5,1,5
1301,224,0.17217525,5,1,5
1302,227,0.17434716,5,1,5
1303,223,0.17114351,5,1,5
1304,223,0.17101227,5,1,5
1305,239,0.18314176,5,2,5
1306,229,0.17534456,5,1,5
1307,225,0.17214996,5,1,5
1308,233,0.17813456,5,1,5
1309,226,0.17265088,5,1,5
1310,227,0.17328244,5,1,5
1311,224,0.17086194,5,1,5
1312,227,0.17301829,5,1,5
1313,227,0.17288652,5,1,5
1314,227,0.17275495,5,1,5
1315,228,0.17338403,5,1,5
1316,225,0.17097264,5,1,5
1317,242,0.18375095,5,2,5
1318,237,0.17981791,5,1,5
1319,227,0.17210008,5,1,5
1320,277,0.20984848,4,1,4
1321,226,0.17108251,5,1,5
1322,231,0.17473525,5,1,5
1323,226,0.17082389,5,1,5
1324,229,0.17296073,5,1,5
1325,228,0.17207547,5,1,5
1326,227,0.17119155,5,1,5
1327,228,0.17181613,5,1,5
1328,245,0.18448795,5,2,5
1329,239,0.17983446,5,1,5
1330,237,0.17819549,5,1,5
1331,230,0.17280240,5,1,5
1332,229,0.17192192,5,1,5
1333,229,0.17179295,5,1,5
1334,229,0.17166417,5,1,5
1335,233,0.17453184,5,1,5
1336,231,0.17290419,5,1,5
1337,229,0.17127898,5,1,5
1338,229,0.17115097,5,1,5
1339,229,0.17102315,5,1,5
1340,229,0.17089552,5,1,5
1341,232,0.17300522,5,1,5
1342,235,0.17511177,5,1,5
1343,230,0.17125838,5,1,5
1344,233,0.17336310,5,1,5
1345,231,0.17174721,5,1,5
1346,231,0.17161961,5,1,5
1347,235,0.17446177,5,1,5
1348,235,0.17433234,5,1,5
1349,235,0.17420311,5,1,5
1350,233,0.17259259,5,1,5
1351,234,0.17320503,5,1,5
1352,231,0.17085799,5,1,5
1353,233,0.17220990,5,1,5
1354,233,0.17208272,5,1,5
1355,232,0.17121771,5,1,5
1356,233,0.17182891,5,1,5
1357,232,0.17096536,5,1,5
1358,233,0.17157585,5,1,5
1359,235,0.17292127,5,1,5
1360,237,0.17426471,5,1,5
1361,233,0.17119765,5,1,5
1362,245,0.17988253,5,1,5
1363,234,0.17168012,5,1,5
1364,233,0.17082111,5,1,5
1365,236,0.17289377,5,1,5
1366,237,0.17349927,5,1,5
1367,236,0.17264082,5,1,5
1368,239,0.17470760,5,1,5
1369,234,0.17092768,5,1,5
1370,237,0.17299270,5,1,5
1371,238,0.17359592,5,1,5
1372,235,0.17128280,5,1,5
1373,235,0.17115805,5,1,5
1374,245,0.17831150,5,1,5
1375,246,0.17890909,5,1,5
1376,245,0.17805233,5,1,5
1377,239,0.17356572,5,1,5
1378,237,0.17198839,5,1,5
1379,236,0.17113851,5,1,5
1380,247,0.17898551,5,1,5
1381,237,0.17161477,5,1,5
1382,241,0.17438495,5,1,5
1383,238,0.17208966,5,1,5
1384,237,0.17124277,5,1,5
1385,242,0.17472924,5,1,5
1386,263,0.18975469,5,3,5
1387,237,0.17087239,5,1,5
1388,247,0.17795389,5,1,5
1389,239,0.17206623,5,1,5
1390,239,0.17194245,5,1,5
1391,238,0.17109993,5,1,5
1392,239,0.17169540,5,1,5
1393,239,0.17157215,5,1,5
1394,241,0.17288379,5,1,5
1395,241,0.17275986,5,1,5
1396,239,0.17120344,5,1,5
1397,239,0.17108089,5,1,5
1398,239,0.17095851,5,1,5
1399,239,0.17083631,5,1,5
1400,241,0.17214286,5,1,5
1401,241,0.17201999,5,1,5
1402,249,0.17760342,5,1,5
1403,243,0.17320029,5,1,5
1404,241,0.17165242,5,1,5
1405,243,0.17295374,5,1,5
1406,245,0.17425320,5,1,5
1407,241,0.17128643,5,1,5
1408,251,0.17826705,5,1,5
1409,242,0.17175302,5,1,5
1410,241,0.17092199,5,1,5
1411,246,0.17434444,5,1,5
1412,243,0.17209632,5,1,5
1413,244,0.17268224,5,1,5
1414,247,0.17468175,5,1,5
1415,242,0.17102473,5,1,5
1416,251,0.17725989,5,1,5
1417,244,0.17219478,5,1,5
1418,249,0.17559944,5,1,5
1419,244,0.17195208,5,1,5
1420,249,0.17535211,5,1,5
1421,243,0.17100633,5,1,5
1422,263,0.18495077,5,2,5
1423,245,0.17217147,5,1,5
1424,257,0.18047753,5,1,5
1425,253,0.17754386,5,1,5
1426,245,0.17180926,5,1,5
1427,245,0.17168886,5,1,5
1428,251,0.17577031,5,1,5
1429,246,0.17214836,5,1,5
1430,251,0.17552448,5,1,5
1431,245,0.17120894,5,1,5
1432,245,0.17108939,5,1,5
1433,245,0.17096999,5,1,5
1434,257,0.17921897,5,1,5
1435,249,0.17351916,5,1,5
1436,247,0.17200557,5,1,5
1437,251,0.17466945,5,1,5
1438,247,0.17176634,5,1,5
1439,246,0.17095205,5,1,5
1440,271,0.18819444,5,3,5
1441,248,0.17210271,5,1,5
1442,247,0.17128988,5,1,5
1443,250,0.17325017,5,1,5
1444,253,0.17520776,5,1,5
1445,248,0.17162630,5,1,5
1446,251,0.17358230,5,1,5
1447,249,0.17208017,5,1,5
1448,249,0.17196133,5,1,5
1449,248,0.17115252,5,1,5
1450,253,0.17448276,5,1,5
1451,248,0.17091661,5,1,5
1452,251,0.17286501,5,1,5
1453,251,0.17274604,5,1,5
1454,249,0.17125172,5,1,5
1455,262,0.18006873,5,1,5
1456,249,0.17101648,5,1,5
1457,249,0.17089911,5,1,5
1458,251,0.17215364,5,1,5
1459,255,0.17477724,5,1,5
1460,251,0.17191781,5,1,5
1461,250,0.17111567,5,1,5
1462,251,0.17168263,5,1,5
1463,268,0.18318524,5,2,5
1464,253,0.17281421,5,1,5
1465,252,0.17201365,5,1,5
1466,251,0.17121419,5,1,5
1467,251,0.17109748,5,1,5
1468,263,0.17915531,5,1,5
1469,251,0.17086453,5,1,5
1470,253,0.17210884,5,1,5
1471,253,0.17199184,5,1,5
1472,273,0.18546196,5,2,5
1473,253,0.17175832,5,1,5
1474,255,0.17299864,5,1,5
1475,252,0.17084746,5,1,5
1476,263,0.17818428,5,1,5
1477,253,0.17129316,5,1,5
1478,259,0.17523681,5,1,5
1479,254,0.17173766,5,1,5
1480,267,0.18040541,5,1,5
1481,253,0.17083052,5,1,5
1482,263,0.17746289,5,1,5
1483,255,0.17194875,5,1,5
1484,255,0.17183288,5,1,5
1485,263,0.17710438,5,1,5
1486,257,0.17294751,5,1,5
1487,256,0.17215871,5,1,5
1488,275,0.18481183,5,2,5
1489,255,0.17125588,5,1,5
1490,261,0.17516779,5,1,5
1491,256,0.17169685,5,1,5
1492,255,0.17091153,5,1,5
1493,258,0.17280643,5,1,5
1494,257,0.17202142,5,1,5
1495,259,0.17324415,5,1,5
1496,257,0.17179144,5,1,5
1497,256,0.17100868,5,1,5
1498,257,0.17156208,5,1,5
1499,258,0.17211474,5,1,5
1500,263,0.17533333,5,1,5
1501,257,0.17121919,5,1,5
1502,257,0.17110519,5,1,5
1503,257,0.17099135,5,1,5
1504,257,0.17087766,5,1,5
1505,261,0.17342193,5,1,5
1506,277,0.18393094,5,2,5
1507,258,0.17120106,5,1,5
1508,259,0.17175066,5,1,5
1509,263,0.17428761,5,1,5
1510,269,0.17814570,5,1,5
1511,260,0.17207148,5,1,5
1512,289,0.19113757,5,4,5
1513,262,0.17316590,5,1,5
1514,269,0.17767503,5,1,5
1515,259,0.17095710,5,1,5
1516,259,0.17084433,5,1,5
1517,262,0.17270929,5,1,5
1518,263,0.17325428,5,1,5
1519,261,0.17182357,5,1,5
1520,273,0.17960526,5,1,5
1521,263,0.17291256,5,1,5
1522,263,0.17279895,5,1,5
1523,263,0.17268549,5,1,5
1524,281,0.18438320,5,2,5
1525,261,0.17114754,5,1,5
1526,271,0.17758847,5,1,5
1527,262,0.17157826,5,1,5
1528,263,0.17212042,5,1,5
1529,263,0.17200785,5,1,5
1530,271,0.17712418,5,1,5
1531,262,0.17112998,5,1,5
1532,263,0.17167102,5,1,5
1533,262,0.17090672,5,1,5
1534,265,0.17275098,5,1,5
1535,264,0.17198697,5,1,5
1536,263,0.17122396,5,1,5
1537,263,0.17111256,5,1,5
1538,263,0.17100130,5,1,5
1539,269,0.17478882,5,1,5
1540,267,0.17337662,5,1,5
1541,265,0.17196626,5,1,5
1542,269,0.17444877,5,1,5
1543,264,0.17109527,5,1,5
1544,265,0.17163212,5,1,5
1545,266,0.17216828,5,1,5
1546,267,0.17270375,5,1,5
1547,268,0.17323853,5,1,5
1548,265,0.17118863,5,1,5
1549,268,0.17301485,5,1,5
1550,271,0.17483871,5,1,5
1551,268,0.17279175,5,1,5
1552,273,0.17590206,5,1,5
1553,266,0.17128139,5,1,5
1554,271,0.17438867,5,1,5
1555,269,0.17299035,5,1,5
1556,269,0.17287918,5,1,5
1557,266,0.17084136,5,1,5
1558,273,0.17522465,5,1,5
1559,267,0.17126363,5,1,5
1560,287,0.18397436,5,2,5
1561,268,0.17168482,5,1,5
1562,269,0.17221511,5,1,5
1563,269,0.17210493,5,1,5
1564,269,0.17199488,5,1,5
1565,268,0.17124601,5,1,5
1566,287,0.18326948,5,2,5
1567,269,0.17166560,5,1,5
1568,269,0.17155612,5,1,5
1569,278,0.17718292,5,1,5
1570,271,0.17261146,5,1,5
1571,272,0.17313813,5,1,5
1572,289,0.18384224,5,2,5
1573,269,0.17101081,5,1,5
1574,269,0.17090216,5,1,5
1575,271,0.17206349,5,1,5
1576,271,0.17195431,5,1,5
1577,270,0.17121116,5,1,5
1578,271,0.17173638,5,1,5
1579,270,0.17099430,5,1,5
1580,273,0.17278481,5,1,5
1581,277,0.17520557,5,1,5
1582,281,0.17762326,5,1,5
1583,271,0.17119394,5,1,5
1584,271,0.17108586,5,1,5
1585,271,0.17097792,5,1,5
1586,271,0.17087011,5,1,5
1587,274,0.17265280,5,1,5
1588,273,0.17191436,5,1,5
1589,279,0.17558213,5,1,5
1590,277,0.17421384,5,1,5
1591,272,0.17096166,5,1,5
1592,285,0.17902010,5,1,5
1593,274,0.17200251,5,1,5
1594,283,0.17754078,5,1,5
1595,274,0.17178683,5,1,5
1596,283,0.17731830,5,1,5
1597,275,0.17219787,5,1,5
1598,273,0.17083855,5,1,5
1599,275,0.17198249,5,1,5
1600,279,0.17437500,5,1,5
1601,274,0.17114304,5,1,5
1602,275,0.17166042,5,1,5
1603,275,0.17155334,5,1,5
1604,277,0.17269327,5,1,5
1605,278,0.17320872,5,1,5
1606,285,0.17745953,5,1,5
1607,276,0.17174860,5,1,5
1608,275,0.17101990,5,1,5
1609,275,0.17091361,5,1,5
1610,279,0.17329193,5,1,5
1611,286,0.17752948,5,1,5
1612,277,0.17183623,5,1,5
1613,276,0.17110973,5,1,5
1614,277,0.17162330,5,1,5
1615,276,0.17089783,5,1,5
1616,279,0.17264851,5,1,5
1617,278,0.17192331,5,1,5
1618,277,0.17119901,5,1,5
1619,277,0.17109327,5,1,5
1620,283,0.17469136,5,1,5
1621,279,0.17211598,5,1,5
1622,279,0.17200986,5,1,5
1623,278,0.17128774,5,1,5
1624,279,0.17179803,5,1,5
1625,279,0.17169231,5,1,5
1626,293,0.18019680,5,1,5
1627,278,0.17086663,5,1,5
1628,281,0.17260442,5,1,5
1629,284,0.17434009,5,1,5
1630,293,0.17975460,5,1,5
1631,285,0.17473942,5,1,5
1632,287,0.17585784,5,1,5
1633,281,0.17207593,5,1,5
1634,283,0.17319461,5,1,5
1635,293,0.17920489,5,1,5
1636,281,0.17176039,5,1,5
1637,281,0.17165547,5,1,5
1638,281,0.17155067,5,1,5
1639,280,0.17083588,5,1,5
1640,301,0.18353659,5,2,5
1641,286,0.17428397,5,1,5
1642,281,0.17113276,5,1,5
1643,287,0.17468046,5,1,5
1644,281,0.17092457,5,1,5
1645,281,0.17082067,5,1,5
1646,283,0.17193196,5,1,5
1647,283,0.17182757,5,1,5
1648,289,0.17536408,5,1,5
1649,282,0.17101273,5,1,5
1650,289,0.17515152,5,1,5
1651,284,0.17201696,5,1,5
1652,293,0.17736077,5,1,5
1653,283,0.17120387,5,1,5
1654,283,0.17110036,5,1,5
1655,283,0.17099698,5,1,5
1656,283,0.17089372,5,1,5
1657,285,0.17199759,5,1,5
1658,291,0.17551267,5,1,5
1659,284,0.17118746,5,1,5
1660,287,0.17289157,5,1,5
1661,285,0.17158338,5,1,5
1662,287,0.17268351,5,1,5
1663,290,0.17438364,5,1,5
1664,291,0.17487981,5,1,5
1665,286,0.17177177,5,1,5
1666,293,0.17587035,5,1,5
1667,285,0.17096581,5,1,5
1668,287,0.17206235,5,1,5
1669,287,0.17195926,5,1,5
1670,291,0.17425150,5,1,5
1671,286,0.17115500,5,1,5
1672,287,0.17165072,5,1,5
1673,288,0.17214585,5,1,5
1674,289,0.17264038,5,1,5
1675,288,0.17194030,5,1,5
1676,287,0.17124105,5,1,5
1677,287,0.17113894,5,1,5
1678,291,0.17342074,5,1,5
1679,293,0.17450864,5,1,5
1680,289,0.17202381,5,1,5
1681,289,0.17192148,5,1,5
1682,289,0.17181926,5,1,5
1683,292,0.17349970,5,1,5
1684,289,0.17161520,5,1,5
1685,288,0.17091988,5,1,5
1686,313,0.18564650,5,2,5
1687,304,0.18020154,5,1,5
1688,289,0.17120853,5,1,5
1689,289,0.17110716,5,1,5
1690,289,0.17100592,5,1,5
1691,289,0.17090479,5,1,5
1692,293,0.17316785,5,1,5
1693,296,0.17483757,5,1,5
1694,293,0.17296340,5,1,5
1695,302,0.17817109,5,1,5
1696,291,0.17158019,5,1,5
1697,292,0.17206836,5,1,5
1698,301,0.17726737,5,1,5
